1,Local > Beauty & Spas,294ea30b-dd37-49a1-9805-e9e6c7617902
2,Local > Beauty & Spas > Hair Salons,d9834fcb-5d58-47c5-93ba-d9bf2632e03b
3,Local > Beauty & Spas > Hair Salons > Haircut,c62bc48d-e26a-401a-9efc-7a418f903b74
4,Local > Beauty & Spas > Salons > Barber Shop,dd7b4fa5-3032-498f-a963-f15c803fe91b
5,Local > Beauty & Spas > Hair Salons,d9834fcb-5d58-47c5-93ba-d9bf2632e03b
6,Local > Beauty & Spas > Hair Salons > Hair Straightening,d1bd4740-c1cc-4eb3-98f5-3d131f6f1838
7,Local > Beauty & Spas > Hair Salons,d9834fcb-5d58-47c5-93ba-d9bf2632e03b
8,Local > Beauty & Spas > Hair Salons,d9834fcb-5d58-47c5-93ba-d9bf2632e03b
9,Local > Beauty & Spas > Hair Removal,c2c29edd-3f58-4070-85bf-ad7fb8f908e3
10,Local > Beauty & Spas > Hair Removal > Electrolysis,5b8e42ff-b96c-4ee2-a0fb-f322f4c42ff2
11,Local > Beauty & Spas > Hair Removal > Waxing,3c695d88-a6d5-4eae-8acd-b8e4672b2916
12,Local > Beauty & Spas > Hair Removal > Laser Hair Removal,f42abf1e-94ab-4d54-9962-94199ef65a14
13,Local > Beauty & Spas > Hair Removal > Epilation,d355d4d1-e038-4a5d-8099-386080919486
14,Local > Beauty & Spas > Nail Salons,9e8148e8-c25d-4ae3-9e2e-3495e835f88d
15,Local > Beauty & Spas > Nail Salons,9e8148e8-c25d-4ae3-9e2e-3495e835f88d
16,Local > Beauty & Spas > Nail Salons > Nail Designs,e27b38ee-3965-4b0f-8a12-07fa8a653401
17,Local > Beauty & Spas > Nail Salons > Manicure,53753086-ab33-40f5-84aa-b13a1b443ef8
18,Local > Beauty & Spas > Nail Salons > Pedicure,3681c0cb-32fd-4ad3-b70a-9656383829aa
19,Local > Beauty & Spas > Nail Salons > Pedicure,3681c0cb-32fd-4ad3-b70a-9656383829aa
20,Local > Beauty & Spas > Massage > Reflexology,28f779ab-2dcd-4a12-b972-c86b076aff39
21,Local > Health & Fitness > Medical,b8eaf3c9-7bed-4167-baba-e563781e89f9
22,Local > Beauty & Spas > Nail Salons > Fish Pedicure,1fab2767-ce75-4538-ae4a-62157de45ff5
23,Local > Beauty & Spas > Face & Skin Care > Tanning,eccc0709-d351-4adc-b23b-e86b04275921
24,Local > Beauty & Spas > Salons > Tanning Salons,55146a3d-4bd7-4d99-9109-382b1015e3c9
25,Local > Beauty & Spas > Salons > Tanning Salons,55146a3d-4bd7-4d99-9109-382b1015e3c9
26,Local > Beauty & Spas > Salons > Tanning Salons,55146a3d-4bd7-4d99-9109-382b1015e3c9
27,Local > Beauty & Spas > Salons > Tanning Salons,55146a3d-4bd7-4d99-9109-382b1015e3c9
28,Local > Beauty & Spas > Face & Skin Care > Facial,5ce9c2d8-6b1d-49db-aff7-364b3cd5cd16
29,Local > Beauty & Spas > Face & Skin Care > Facial,5ce9c2d8-6b1d-49db-aff7-364b3cd5cd16
30,Local > Beauty & Spas > Face & Skin Care,05c41219-e7c2-4e72-afea-b9ec7dad0a83
31,Local > Beauty & Spas > Cosmetic Procedures > Permanent Makeup,e7e12837-d02a-4a36-b47c-79cd3be0a9cb
32,Local > Beauty & Spas > Face & Skin Care,05c41219-e7c2-4e72-afea-b9ec7dad0a83
33,Local > Beauty & Spas > Face & Skin Care,05c41219-e7c2-4e72-afea-b9ec7dad0a83
34,Local > Beauty & Spas > Face & Skin Care > Facial,5ce9c2d8-6b1d-49db-aff7-364b3cd5cd16
35,Local > Beauty & Spas > Face & Skin Care > Facial Peel,42fba3b0-331e-40e5-a0af-76146141c13a
36,Local > Beauty & Spas > Face & Skin Care,05c41219-e7c2-4e72-afea-b9ec7dad0a83
37,Local > Beauty & Spas > Face & Skin Care > Microdermabrasion,488d8799-f820-4af2-a3a4-2c6cb86a80fe
